# The identifiers in the ID_REF column must match the identifiers in the ID column of the referenced platform (GPLxxxx).																				
# The Matrix table should include non-normalized signal count data and detectip p-value																				
"# Values that should be disregarded may either be left blank or labeled as ""null""."																				
	GSM998606		GSM998607		GSM998608		GSM998609		GSM998610		GSM998611		GSM998612		GSM998613		GSM998614		GSM998615	
 ID_REF	SAMPLE 1	Detection Pval	SAMPLE 2	Detection Pval	SAMPLE 3	Detection Pval	SAMPLE 4	Detection Pval	SAMPLE 5	Detection Pval	SAMPLE 6	Detection Pval	SAMPLE 7	Detection Pval	SAMPLE 8	Detection Pval	SAMPLE 9	Detection Pval	SAMPLE 10	Detection Pval
ILMN_1861267	56.24731	0.7583892	72.2524	0.1409214	63.72389	0.5194631	74.39352	0.1118598	55.41581	1	63.77697	0.7975708	62.06145	0.7587601	78.33514	0.04318488	54.29905	0.9591281	55.59258	0.9823848
ILMN_1841927	58.2541	0.6469799	66.81027	0.4078591	72.75027	0.1181208	66.7649	0.4043127	64.54623	0	73.26677	0.3468286	70.42345	0.2924528	72.18958	0.1443995	69.78597	0.2438692	72.61808	0.3279133
ILMN_1916657	58.40745	0.6402684	67.61136	0.3658537	66.35576	0.3785235	73.06705	0.1455526	56.1757	1	61.84584	0.8677463	61.91215	0.7641509	69.69679	0.2402159	60.4303	0.7629428	67.82477	0.5487805
ILMN_1898880	68.80283	0.1234899	69.06979	0.2764228	83.73139	0.005369128	78.6166	0.04177897	65.67595	0	84.94122	0.05398111	73.07005	0.1927224	73.30817	0.1120108	75.94884	0.08583106	89.97204	0.008130081
ILMN_1847548	69.17251	0.1181208	75.23397	0.07317073	82.20171	0.009395973	77.22431	0.05525606	76.59396	0	71.5724	0.4224022	68.11041	0.4312668	65.12182	0.4709851	74.96693	0.1103542	89.12114	0.01355014
ILMN_1888629	62.61979	0.3651007	68.91667	0.2899729	64.24396	0.4912752	74.22427	0.1145553	58.51415	1	68.37177	0.5964912	78.02713	0.09703504	64.34775	0.508772	70.32009	0.2220708	64.44385	0.7181572
ILMN_1874323	80.73322	0	96.94738	0	79.61279	0.02550336	96.02132	0	123.1388	0	108.3105	0	108.7972	0	95.13396	0	103.1091	0	154.4512	0
ILMN_1845671	59.22052	0.5892618	73.17859	0.1273713	58.7917	0.7865772	69.64636	0.2533693	58.53295	1	68.57305	0.5910931	71.461	0.2520216	61.08815	0.7071525	60.48684	0.7588556	79.45193	0.1368564
ILMN_1901710	61.22178	0.461745	74.38695	0.09214092	77.2601	0.04697987	76.33064	0.07008086	69.81644	0	71.12203	0.4439946	71.6237	0.2425876	70.04364	0.2294197	70.68174	0.2043597	68.65579	0.4945799
ILMN_1847818	73.97889	0.0442953	80.23957	0.01626016	62.52489	0.5932886	66.89229	0.393531	56.49879	1	79.5697	0.1430499	65.73852	0.5849057	75.45541	0.0782726	72.39056	0.1716621	76.17494	0.2059621
ILMN_1850744	61.264	0.4604027	73.54785	0.1178862	61.69324	0.6308725	71.94975	0.1778976	77.15478	0	89.63736	0.01619433	67.46296	0.4690027	69.0286	0.2780027	70.2568	0.2275204	73.01414	0.3130081
ILMN_1863658	55.15409	0.8080537	77.88313	0.03387534	63.97279	0.4979866	62.64027	0.6832884	57.59468	1	71.06826	0.4453441	68.83289	0.4016173	69.29187	0.2645074	70.48326	0.2125341	69.07581	0.4769648
ILMN_1855346	64.86357	0.2751678	81.36404	0.008130081	77.1064	0.05100671	74.69195	0.1051213	70.21281	0	77.06182	0.2051282	72.15527	0.2210243	64.19948	0.5168691	78.27641	0.05585831	81.36833	0.08672087
ILMN_1889212	70.87012	0.08322147	69.53252	0.2452575	70.99918	0.1704698	72.92783	0.148248	63.41652	0	78.89275	0.1484481	74.53531	0.1509434	78.49494	0.04048583	77.99269	0.05858311	75.39773	0.2371274
ILMN_1819964	55.52783	0.7919463	70.71183	0.200542	69.9504	0.2053691	63.79243	0.6132075	59.91576	1	67.74409	0.6261808	62.97465	0.7183288	51.62259	0.9878542	69.12921	0.2629428	71.44341	0.3658537
ILMN_1893417	49.90359	0.9516779	61.998	0.7046071	52.1097	0.9704698	61.12353	0.7601078	52.83495	1	66.62086	0.6869096	63.05204	0.7169811	53.68509	0.9649123	53.73549	0.9659401	67.97283	0.5460705
ILMN_1858815	47.22239	0.9865772	71.64469	0.1666667	55.28997	0.9006711	57.24215	0.9083558	54.34423	1	64.37783	0.7705803	64.55262	0.648248	66.77567	0.3805668	67.10262	0.386921	70.74847	0.4078591
ILMN_1854079	59.5168	0.5651007	63.30841	0.6151761	66.9538	0.3395973	62.24642	0.7102426	58.00506	1	72.4303	0.3805668	63.3402	0.6954178	64.57478	0.4966262	69.91669	0.2356948	51.39344	0.99729
ILMN_1875636	67.19904	0.1825503	62.52457	0.6734417	68.17004	0.285906	75.27577	0.09433962	53.16858	1	67.27117	0.6558704	63.98576	0.6684636	59.69725	0.7705803	66.71909	0.4073569	66.27856	0.6395664
ILMN_1883830	66.61874	0.209396	79.61652	0.02168022	65.64941	0.4147651	77.11672	0.05660377	72.11946	0	69.63184	0.5303644	65.30457	0.6118599	62.12278	0.6423752	70.72255	0.2029973	74.65199	0.2601626
ILMN_1849166	61.52125	0.4469799	61.02098	0.7560976	66.32984	0.3812081	61.40471	0.7520216	71.21265	0	68.94188	0.562753	61.67891	0.7749326	64.81771	0.4844804	54.67201	0.9509537	63.21325	0.7710027
ILMN_1825848	63.30321	0.3422819	71.3006	0.1815718	79.28271	0.03087248	75.41766	0.0902965	79.49054	0	79.41013	0.1443995	85.37267	0.01752022	84.50276	0.00539811	88.47804	0	83.15678	0.06097561
ILMN_1860229	73.28866	0.0442953	61.50637	0.7249323	74.27222	0.08859061	65.68699	0.4703504	65.05903	0	64.55091	0.7665317	68.67693	0.4083558	69.43566	0.2604588	59.91231	0.7956403	66.41154	0.6341463
ILMN_1915163	59.6725	0.5530201	78.07911	0.03252032	68.61384	0.2684564	71.63818	0.1859838	62.45165	0	74.40561	0.3049932	68.98083	0.3881402	72.90026	0.1268556	77.90562	0.05994551	73.85846	0.2845528
ILMN_1829023	68.61255	0.1315436	76.53789	0.0501355	70.57748	0.1838926	73.04007	0.1455526	63.91304	0	72.07159	0.3994602	71.85104	0.2291105	71.25095	0.1754386	69.20652	0.2615804	69.62165	0.4471545
ILMN_1866602	64.2044	0.304698	70.45902	0.2127371	58.11322	0.8147651	68.95359	0.2843666	53.66267	1	74.14096	0.3157895	56.72937	0.9474394	58.3854	0.8151147	70.40839	0.2179836	66.86378	0.6097561
ILMN_1826510	58.56961	0.6255034	64.4189	0.5569106	70.30405	0.1932886	65.53293	0.4838275	64.81331	0	68.6307	0.5870445	71.33148	0.2587601	69.11866	0.2739541	79.97721	0.03269755	71.20847	0.3726287
ILMN_1907929	69.66317	0.1087248	63.15858	0.6246613	68.23804	0.2832215	82.82407	0.004043126	61.52423	0	83.9347	0.06072874	72.79421	0.2021563	67.90298	0.3333333	67.5765	0.3542234	70.17748	0.4281843
ILMN_1856201	75.48846	0.03221476	59.6106	0.8130081	62.63428	0.5838926	67.49723	0.3477089	67.94013	0	70.77415	0.4736842	65.90097	0.5768194	75.25755	0.08097166	63.19469	0.5953678	76.7559	0.1951219
ILMN_1895915	76.62177	0.02550336	87.56591	0	80.21548	0.01610738	72.27634	0.1684636	85.41819	0	112.3226	0	94.06374	0	81.67506	0.01889339	85.58815	0.002724796	96.00844	0
ILMN_1896943	56.61864	0.7342282	67.88531	0.3428184	66.84737	0.3530201	66.66285	0.4150943	62.40799	0	79.26833	0.1470985	71.48655	0.2520216	66.90683	0.3711201	69.1116	0.2643052	63.97992	0.7357724
ILMN_1876315	76.05111	0.0295302	75.35759	0.06910569	72.76073	0.1181208	83.88471	0	67.74471	0	79.33395	0.1470985	77.28088	0.1024259	71.6274	0.1605938	82.68021	0.01362398	77.24968	0.1869919
ILMN_1830601	61.09325	0.4671141	82.71636	0.00406504	75.63313	0.07516778	75.53784	0.08625337	75.40916	0	85.45522	0.04588394	83.44447	0.02425876	80.75574	0.02564103	79.92448	0.03269755	74.75557	0.2601626
ILMN_1896071	85.50306	0	75.46949	0.06775068	67.77202	0.2993289	69.3987	0.2654986	66.34365	0	81.70232	0.1079622	74.31597	0.1576819	76.56789	0.06072874	75.0222	0.1089918	72.27162	0.3387534
ILMN_1840100	63.74185	0.3181208	76.67875	0.04607046	65.62563	0.4161074	75.203	0.09568733	68.42355	0	81.02003	0.1147099	70.77523	0.2843666	57.8165	0.8421053	71.90189	0.1784741	68.6104	0.501355
ILMN_1882158	59.69476	0.5530201	59.92704	0.7953929	60.88251	0.6939597	62.47854	0.6940701	85.41203	0	82.90056	0.07692308	74.99093	0.1428571	84.88431	0.004048583	79.62381	0.03405995	74.0069	0.2804878
ILMN_1882387	68.72235	0.1261745	67.17223	0.3902439	78.19705	0.03758389	87.35754	0	63.40285	0	106.4495	0	87.04349	0.006738544	108.8387	0	68.23092	0.3051771	117.6743	0
ILMN_1900142	61.87684	0.4228188	61.87803	0.7113821	61.20776	0.6590604	70.20619	0.2345013	64.3101	0	71.25924	0.437247	71.10949	0.2668464	64.44846	0.5047234	62.89133	0.6226158	69.99901	0.4295393
ILMN_1817834	62.06344	0.409396	72.55101	0.1368564	69.18934	0.2375839	67.28197	0.3625337	66.4535	0	76.13103	0.2267206	68.38336	0.4191375	68.65408	0.294197	63.56299	0.585831	63.22776	0.7710027
ILMN_1903007	52.33491	0.8993289	61.12101	0.7520325	68.01134	0.2885906	69.03145	0.2803234	62.02404	0	66.42881	0.6909581	59.83186	0.8463612	64.1848	0.5195681	62.28856	0.6539509	58.91787	0.9281843
ILMN_1860863	65.29303	0.2563758	72.9796	0.1300813	72.05844	0.138255	76.27105	0.07008086	69.04919	0	71.82661	0.4102564	72.64639	0.2048517	63.86579	0.5303644	68.16365	0.3079019	73.20821	0.3048781
ILMN_1889186	67.20512	0.1825503	66.69946	0.4159892	57.88028	0.8228188	69.46182	0.2654986	60.47861	1	60.35348	0.9149798	72.30674	0.2169811	56.76089	0.8839406	68.1918	0.3051771	62.8342	0.7899729
ILMN_1833051	69.56926	0.1127517	69.71211	0.2344173	68.62289	0.2671141	66.13287	0.4407008	70.27158	0	71.96442	0.4048583	75.17493	0.1415094	77.26347	0.05398111	75.86462	0.08991826	68.68948	0.4918699
ILMN_1860402	66.59702	0.2107383	67.5168	0.3726287	57.76572	0.8241611	63.26642	0.6509434	65.45186	0	71.54585	0.4224022	79.61971	0.07277628	67.70406	0.34278	71.64066	0.1839237	76.59233	0.200542
ILMN_1822933	63.56811	0.3288591	69.6541	0.2371274	75.26689	0.07785235	64.43568	0.5592992	65.25695	0	70.94115	0.4547908	74.90394	0.1442049	77.60402	0.04993252	61.56081	0.7016349	87.2972	0.0203252
ILMN_1848166	79.80746	0.008053691	81.80254	0.006775068	76.75904	0.0590604	87.09009	0	75.83279	0	80.01456	0.1282051	97.29567	0	73.86012	0.09986505	82.38096	0.01362398	100.7314	0
ILMN_1899936	61.03489	0.4724832	58.42793	0.8699187	62.67228	0.5785235	67.93924	0.3369272	56.67511	1	61.83936	0.8690958	61.89379	0.7641509	79.48619	0.03238866	67.87229	0.3378747	63.76915	0.7466125
ILMN_1877599	69.68584	0.1073826	71.2295	0.1869919	77.07745	0.05369128	76.65697	0.06469002	64.993	0	81.37566	0.1133603	81.69407	0.03638814	72.05354	0.1470985	82.76668	0.01226158	73.0001	0.3130081
ILMN_1853239	60.86357	0.4778523	73.59023	0.1178862	61.99251	0.6161074	70.97305	0.2102426	67.7165	0	73.93221	0.3211876	75.08221	0.1415094	65.92367	0.4251012	78.75384	0.04632153	69.5704	0.4539295
ILMN_1894636	63.85875	0.3114094	61.26045	0.7398374	56.85089	0.8563758	68.28745	0.3221024	63.47989	0	72.44035	0.3792173	70.58424	0.287062	72.36429	0.1417004	61.84434	0.6811989	68.93508	0.4823848
ILMN_1822761	66.53224	0.2107383	71.61249	0.1693767	62.02908	0.6134228	58.76487	0.861186	59.81986	1	82.9568	0.07692308	60.78563	0.8045822	64.51617	0.4979757	71.17537	0.1920981	69.64317	0.4471545
ILMN_1896066	64.55767	0.2899329	71.11347	0.1883469	79.27673	0.03087248	64.48534	0.5566038	68.73712	0	85.45576	0.04588394	79.0191	0.08355795	74.49747	0.09446694	82.73697	0.01226158	82.27265	0.07588076
ILMN_1819506	73.66135	0.0442953	58.87167	0.8482385	73.3655	0.104698	70.3242	0.2318059	64.88398	0	73.91795	0.3225371	60.60767	0.8113208	68.64736	0.2955466	70.46296	0.2125341	85.73976	0.03794038
ILMN_1882528	61.83616	0.4281879	64.62032	0.5392954	72.25707	0.1328859	64.26773	0.574124	60.69584	1	67.72633	0.6261808	69.47897	0.3477089	63.9211	0.5290148	68.86535	0.2752044	73.92784	0.2831978
ILMN_1881711	54.6423	0.8255033	62.57988	0.6693767	61.42374	0.6510067	65.2064	0.5067385	57.25832	1	65.92088	0.7112011	66.52151	0.5296496	61.31966	0.6977058	61.40914	0.7098092	64.86845	0.697832
ILMN_1846861	56.02424	0.7731544	73.79202	0.1124661	64.16415	0.4912752	60.87954	0.7749326	64.91283	0	73.70949	0.3306343	72.81178	0.2021563	57.51171	0.8529015	61.45807	0.7084469	63.12284	0.7791328
ILMN_1913517	84.62369	0	84.03351	0.002710027	77.88806	0.04161074	78.51247	0.04177897	68.23834	0	89.56088	0.01754386	82.55526	0.02695418	78.13597	0.04453441	69.84177	0.239782	74.49148	0.2642276
ILMN_1872931	63.22138	0.3449664	56.9674	0.9037941	54.14789	0.9409396	58.6509	0.8652291	66.4006	0	61.02027	0.8933873	71.68029	0.2412399	58.80579	0.8083671	58.61489	0.8405995	79.13713	0.1449865
ILMN_1845390	73.43027	0.0442953	72.32243	0.1382114	67.15742	0.3261745	71.32831	0.1913747	60.185	1	66.0955	0.705803	78.49463	0.08760108	62.23056	0.6329285	80.72673	0.02452316	72.16442	0.3441734
ILMN_1915241	66.37543	0.2161074	50.14469	0.9918699	60.26269	0.7208053	68.95563	0.2843666	64.55679	0	65.23895	0.7395412	65.99775	0.5619946	64.05139	0.5276653	73.47096	0.1444142	68.07947	0.5392954
ILMN_1825085	50.85827	0.9342282	75.09268	0.07859079	68.66873	0.2644295	58.02864	0.8894879	59.04663	1	66.50851	0.6882591	70.16061	0.3045822	62.27274	0.6302294	68.01847	0.3242507	74.08058	0.2791328
ILMN_1820204	61.39275	0.4550336	69.31714	0.2628726	67.84576	0.2979866	77.68311	0.04986523	61.58152	0	77.28103	0.1997301	72.8923	0.1994609	68.22271	0.3157895	65.12019	0.4918256	74.41161	0.2696477
ILMN_1852657	67.82265	0.1516778	66.89068	0.4037941	56.56087	0.8697987	60.52601	0.7897574	59.59952	1	82.64475	0.08502024	61.3563	0.7843665	63.35947	0.5573549	65.88993	0.4591281	67.79823	0.5487805
ILMN_1816675	65.04699	0.2671141	82.82214	0.00406504	74.98258	0.08053691	86.47669	0	70.16916	0	72.91058	0.363023	68.1032	0.43531	69.62367	0.245614	71.54868	0.1866485	71.72555	0.3617886
ILMN_1827057	59.94342	0.5315436	49.09728	0.99458	69.31659	0.2295302	59.43046	0.838275	71.46815	0	82.27105	0.09311741	75.63685	0.1374663	83.9595	0.009446694	75.70835	0.09400545	91.18565	0.005420054
ILMN_1839026	69.91068	0.1033557	69.48457	0.2493225	75.91233	0.06979866	86.95569	0	69.52258	0	73.71854	0.3306343	63.73405	0.6778976	74.00898	0.09716599	59.62706	0.8092643	75.65678	0.2303523
ILMN_1893784	63.19106	0.3463087	65.18584	0.5135502	58.79619	0.7865772	62.44001	0.6954178	62.89237	0	72.27878	0.3900135	81.14847	0.04312668	66.22929	0.4102564	64.03277	0.5640327	63.7655	0.7479675
ILMN_1872714	65.52087	0.242953	58.56801	0.8604336	63.53318	0.5248322	61.84028	0.7371967	61.49976	0	71.49628	0.4264507	66.37503	0.5404313	56.45305	0.8920378	60.64191	0.7493188	73.08273	0.306233
ILMN_1840118	54.50568	0.8308725	62.6028	0.6693767	55.04855	0.9127517	52.31113	0.9784366	69.13316	0	60.48991	0.9095817	57.85994	0.9218329	55.06963	0.9392713	62.428	0.6430517	60.81741	0.8672087
ILMN_1826707	67.67579	0.1583893	69.02737	0.2804878	52.26739	0.9704698	62.55526	0.6900269	55.13273	1	68.90594	0.5654521	69.09646	0.3814016	70.61474	0.2010796	56.86147	0.9046322	69.63674	0.4471545
ILMN_1827639	66.35107	0.2161074	60.48524	0.7737128	55.43323	0.895302	58.93207	0.8571429	55.10834	1	57.27485	0.9595141	55.03944	0.9757413	58.5728	0.8137652	65.83039	0.4591281	64.47416	0.7181572
ILMN_1850243	68.15993	0.1436242	62.9181	0.6517615	72.26467	0.1328859	65.36578	0.4946092	64.57291	0	64.64111	0.7624831	65.35484	0.6105121	51.46825	0.9878542	59.33467	0.8215259	72.74398	0.3238482
ILMN_1915783	63.22008	0.3449664	65.46865	0.495935	95.15102	0	93.43176	0	123.5126	0	115.6003	0	170.4842	0	122.8539	0	174.4666	0	153.758	0
ILMN_1816064	70.53231	0.08993289	80.92612	0.009485095	62.97541	0.5597315	69.45634	0.2654986	70.7737	0	85.29095	0.048583	103.1899	0	81.02792	0.0242915	90.63073	0	64.02275	0.7357724
ILMN_1890819	75.75369	0.03087248	72.55318	0.1368564	78.37132	0.03624161	74.18354	0.1145553	72.4122	0	89.5927	0.01619433	78.24198	0.09164421	81.62388	0.01889339	78.01737	0.05722071	75.32514	0.2371274
ILMN_1857662	63.14063	0.3463087	75.25797	0.07181572	66.22574	0.3865772	65.55801	0.4811321	76.44793	0	84.21387	0.05937922	88.2396	0	74.47169	0.09581646	79.12373	0.03950954	81.08725	0.09620596
ILMN_1907602	63.3025	0.3422819	74.85928	0.08265582	64.55397	0.4738255	73.86199	0.1253369	59.14381	1	67.30657	0.6504723	76.06248	0.1280323	75.44087	0.0782726	82.07117	0.01634877	74.35176	0.2696477
ILMN_1858084	55.11791	0.8080537	69.17542	0.2710027	69.84164	0.2053691	61.77095	0.7385445	62.03679	0	71.26753	0.4345479	62.96969	0.7183288	61.07285	0.7071525	65.4474	0.4782016	71.96351	0.3536585
ILMN_1872975	70.88792	0.08322147	59.0419	0.8455285	74.298	0.08859061	67.27352	0.3625337	53.488	1	66.54596	0.6882591	70.20782	0.2991914	73.07952	0.1174089	71.49686	0.1866485	73.01327	0.3130081
ILMN_1887639	74.70316	0.04026845	68.97754	0.2845528	74.02073	0.08993289	65.99566	0.4447439	76.55318	0	80.06949	0.1282051	78.49387	0.08760108	67.17918	0.365722	72.32788	0.1716621	88.38656	0.01761518
ILMN_1903293	59.24741	0.5879195	80.83739	0.01084011	73.35522	0.104698	75.89951	0.0768194	71.35611	0	78.64854	0.1551957	69.70245	0.3342318	73.58376	0.1039136	72.1905	0.1743869	73.34628	0.299458
ILMN_1875984	79.48705	0.01073826	83.00328	0.00406504	77.91843	0.04161074	90.91668	0	76.22144	0	88.53613	0.02564103	83.84254	0.02291105	79.4862	0.03238866	83.25021	0.006811989	85.00929	0.04336043
ILMN_1838840	55.40157	0.8	65.82414	0.4661247	65.56607	0.4201342	62.67717	0.6819407	68.28963	0	67.8071	0.6248313	68.79028	0.4029649	61.20972	0.6990553	70.68221	0.2043597	73.17985	0.3048781
ILMN_1885981	56.20419	0.7637584	64.70731	0.5352303	64.11928	0.4926175	63.82701	0.6091644	73.75382	0	64.76984	0.7557355	55.52692	0.9703504	66.3329	0.4062078	63.31735	0.5940055	63.83444	0.7439024
ILMN_1899453	85.01653	0	80.39526	0.01490515	64.67795	0.4684564	88.42389	0	66.07124	0	89.56991	0.01619433	75.90912	0.1320755	86.42457	0	78.46344	0.05313351	77.80562	0.1653116
ILMN_1838113	74.53577	0.04026845	76.73495	0.04607046	74.12685	0.08993289	82.25227	0.005390835	74.51327	0	93.9773	0.004048583	78.92455	0.08355795	77.63358	0.04993252	91.35391	0	74.32616	0.2710027
ILMN_1895742	65.94006	0.2268456	65.09942	0.5176152	64.25894	0.4872483	70.32397	0.2318059	72.56914	0	80.29833	0.122807	72.97538	0.1967655	70.84348	0.1956815	73.81228	0.133515	73.75256	0.2872629
ILMN_1915722	70.15171	0.09798658	72.83115	0.1327913	82.26936	0.009395973	85.23631	0	56.44831	1	80.36385	0.1214575	81.00655	0.04447439	70.03433	0.2294197	69.21584	0.2615804	80.48145	0.1097561
ILMN_1826759	65.00497	0.2711409	72.61221	0.1355014	67.00388	0.3355705	74.872	0.09838275	62.95066	0	76.24492	0.219973	80.30923	0.05390836	70.45261	0.2064777	71.77707	0.1811989	70.65563	0.4132791
ILMN_1830303	61.59338	0.4456376	74.23598	0.09756097	58.4469	0.8026845	65.53958	0.4824798	63.97871	0	71.08241	0.4439946	68.8419	0.3989218	72.20479	0.1443995	74.60369	0.1171662	79.42209	0.1368564
ILMN_1868513	75.90562	0.0295302	81.08936	0.009485095	79.57754	0.02550336	78.23682	0.0458221	77.04	0	90.0275	0.01619433	86.82479	0.008086253	78.3283	0.04318488	94.15814	0	80.47749	0.1097561
ILMN_1888988	70.96461	0.08187919	91.85051	0	98.19421	0	105.5388	0	137.6489	0	105.2095	0	134.4297	0	124.9846	0	140.5085	0	103.1768	0
ILMN_1835431	50.19592	0.9449664	59.98463	0.7940379	62.40442	0.5959731	60.4366	0.7924528	72.91643	0	77.909	0.1781376	74.81725	0.1455526	76.82981	0.05802969	65.25576	0.4850136	80.31088	0.1138211
ILMN_1852624	62.10968	0.4040268	85.39554	0	77.08819	0.05369128	81.32093	0.008086253	76.89777	0	84.1842	0.05937922	78.89259	0.08355795	73.12986	0.1160594	98.93427	0	74.49937	0.2642276
ILMN_1902206	63.43899	0.3355705	85.04616	0	71.82669	0.1436242	71.79779	0.1819407	60.72343	1	67.23087	0.659919	67.94789	0.4393531	60.25598	0.7381916	69.17993	0.2629428	67.02139	0.601626
ILMN_1819251	66.89907	0.1932886	82.8149	0.00406504	80.31609	0.01610738	85.03933	0	60.63007	1	82.19375	0.09311741	76.96248	0.1118598	75.1694	0.08232119	73.79149	0.133515	65.09088	0.6924119
ILMN_1902048	61.83507	0.4281879	66.67727	0.4173442	59.19109	0.7691275	64.67976	0.5431267	61.45486	0	68.79503	0.5748988	74.19851	0.1617251	55.84272	0.9136302	67.91745	0.3351499	67.26566	0.5867209
ILMN_1915884	64.83607	0.2751678	69.87527	0.2303523	61.84462	0.6187919	68.79359	0.2964959	55.23774	1	70.28561	0.4979757	71.1365	0.2654986	68.39265	0.3063428	71.86222	0.1784741	69.42372	0.4593496
ILMN_1834409	64.18723	0.3060403	84.40067	0	64.88826	0.4536913	84.44411	0	70.7003	0	74.81279	0.2820513	76.36665	0.1212938	75.96479	0.06747638	92.24979	0	75.09885	0.2439024
ILMN_1864809	62.34161	0.3798658	66.67635	0.4173442	67.03359	0.3355705	66.53536	0.4218329	54.55796	1	73.69007	0.3319838	82.06399	0.03234501	65.04659	0.4763833	68.38821	0.2983651	78.98172	0.1476965
ILMN_1889889	59.75341	0.5489933	71.82722	0.1571816	68.89343	0.2469799	66.26622	0.4380054	52.48263	1	74.14824	0.3157895	79.07703	0.08355795	63.26982	0.5735493	78.23249	0.05585831	76.07241	0.2086721
ILMN_1848177	52.15162	0.9033557	58.74279	0.8577236	62.93394	0.5624161	63.84996	0.6051213	51.12451	1	60.80255	0.9014845	56.06092	0.9636118	68.14717	0.319838	61.1183	0.7302452	58.76064	0.9295393
ILMN_1833735	65.70448	0.2322148	70.50378	0.2086721	72.63708	0.1234899	72.36111	0.1684636	61.46767	0	70.42683	0.4912281	81.31345	0.04312668	79.14693	0.03778677	89.59428	0	87.232	0.02168022
ILMN_1916393	62.25665	0.390604	69.90588	0.2303523	73.86907	0.09395973	76.19997	0.07142857	74.51308	0	71.89701	0.4075574	76.47029	0.1199461	68.19749	0.317139	75.36636	0.1035422	81.01697	0.09891599
ILMN_1889793	68.97704	0.1234899	85.80705	0	72.43349	0.1275168	70.78642	0.2169811	70.57964	0	61.08506	0.8920378	66.92569	0.5080863	70.03922	0.2294197	78.78456	0.04495913	80.74689	0.104336
ILMN_1842317	57.11676	0.7006711	66.68159	0.4159892	59.7629	0.738255	73.10634	0.1455526	66.66556	0	71.1615	0.4412955	70.84641	0.2816712	71.25167	0.1754386	70.02928	0.23297	67.67309	0.5623306
ILMN_1884584	69.37173	0.114094	68.67855	0.303523	77.13278	0.05100671	70.0213	0.2398922	61.19146	0	75.83466	0.2348178	66.95396	0.5053908	64.40478	0.5047234	65.82745	0.4591281	68.40963	0.5135502
ILMN_1838378	47.92817	0.981208	52.73468	0.9783198	65.12354	0.442953	67.83623	0.3382749	54.85076	1	77.02792	0.2064777	60.32515	0.8274933	65.0248	0.4763833	66.65642	0.4100817	67.47093	0.5704607
ILMN_1855117	71.37043	0.07248322	85.91119	0	84.57824	0	76.48375	0.06603774	80.24151	0	80.86604	0.1147099	77.79382	0.1010782	82.55117	0.01619433	83.98534	0.006811989	100.2529	0
ILMN_1905991	63.48486	0.3315436	67.04446	0.394309	63.09725	0.547651	65.57276	0.4784366	42.05304	1	53.15995	0.9959514	63.35594	0.6954178	53.14387	0.9676113	65.63886	0.4713897	64.95461	0.6951219
ILMN_1821128	64.55918	0.2885906	71.32605	0.1802168	67.05302	0.3342282	70.65628	0.2210243	68.22993	0	72.63082	0.3751687	79.14588	0.08355795	88.22469	0	75.76458	0.09400545	65.67368	0.6720867
ILMN_1896614	58.16152	0.6590604	69.89485	0.2303523	69.04356	0.2442953	75.56531	0.08625337	60.2528	1	72.52122	0.3765182	68.20028	0.4299191	63.12529	0.5775979	60.27386	0.7724796	68.67262	0.4945799
ILMN_1818065	61.84379	0.4268456	70.30942	0.2195122	70.71333	0.1785235	67.34372	0.3584906	66.09686	0	68.7661	0.5762483	73.94931	0.1684636	61.37898	0.6963563	72.58335	0.1662125	71.22338	0.3699187
ILMN_1841957	57.00611	0.7033557	71.06667	0.1883469	67.27654	0.3221476	58.31299	0.8827493	61.70336	0	84.83281	0.05398111	67.40775	0.4690027	59.08875	0.8002699	72.29396	0.1716621	72.40263	0.3346883
ILMN_1910308	63.7132	0.3181208	65.53564	0.4918699	60.13727	0.7234899	67.57725	0.3477089	67.71331	0	74.27867	0.3117409	61.86135	0.7641509	63.33481	0.562753	68.69187	0.2833788	72.78408	0.3238482
