# The identifiers in the ID_REF column must match the identifiers in the ID column of the referenced platform (GPLxxxx).												
# The Matrix table should include non-normalized signal count data and detectip p-value												
"# Values that should be disregarded may either be left blank or labeled as ""null""."												
	GSM998616		GSM998617		GSM998618		GSM998619		GSM998620		GSM998621	
 ID_REF	SAMPLE 1	Detection Pval	SAMPLE 2	Detection Pval	SAMPLE 3	Detection Pval	SAMPLE 4	Detection Pval	SAMPLE 5	Detection Pval	SAMPLE 6	Detection Pval
ILMN_1890993	58.905	0.4913449	64.08224	0.6599732	68.75768	0.2784471	56.60174	0.8384513	69.53718	0.2339572	62.24282	0.5652759
ILMN_1904353	72.31528	0.03195739	79.07985	0.1044177	74.83978	0.09906292	65.58201	0.3658211	75.06918	0.06684492	74.66016	0.07671601
ILMN_1852974	62.29934	0.286285	62.77578	0.7242302	61.52721	0.6613119	56.31024	0.8437917	65.90324	0.3930481	72.06806	0.1480484
ILMN_1836989	61.77884	0.3142477	79.61575	0.09370816	69.90286	0.2329317	71.78264	0.1255007	74.28474	0.0842246	65.7984	0.3755047
ILMN_1840910	55.456	0.689747	67.91504	0.4738956	84.36445	0.0107095	63.43145	0.4806409	70.86082	0.1831551	75.34943	0.06460296
ILMN_1906212	54.33517	0.7509987	63.34528	0.6934404	62.35389	0.6144578	63.52519	0.4712951	66.43932	0.3622995	71.01261	0.1776581
ILMN_1887458	56.24761	0.6484687	69.87763	0.3788487	61.6594	0.6532798	75.15005	0.05473965	61.41307	0.6270053	63.0877	0.5195155
ILMN_1826236	75.67425	0.01065246	73.70828	0.2195448	80.1262	0.03480589	71.50768	0.1321762	76.81016	0.04278075	78.07835	0.02557201
ILMN_1823647	59.38911	0.4673768	64.23139	0.647925	58.79929	0.7951807	64.93943	0.3951936	57.67127	0.8315508	62.11047	0.5733513
ILMN_1894104	62.90197	0.2583222	65.21611	0.6104417	66.10466	0.3882195	64.49161	0.4205607	90.80186	0	72.94099	0.1224764
ILMN_1852040	64.24731	0.195739	61.68498	0.7710843	70.43177	0.2115127	63.28576	0.4926569	71.67361	0.1510695	67.20375	0.3122476
ILMN_1910641	64.67796	0.1824234	78.10625	0.1231593	78.45814	0.04685408	71.8521	0.1214953	67.81483	0.2994652	67.24831	0.3109018
ILMN_1816934	65.36357	0.1517976	72.77294	0.2530121	66.97372	0.352075	64.29048	0.4312417	62.93774	0.5574867	67.00833	0.3189771
ILMN_1822472	69.17058	0.07456724	81.56316	0.06291834	81.95379	0.0227577	69.59647	0.1909212	76.31654	0.04679145	104.5112	0
ILMN_1871156	65.48289	0.1438083	69.16774	0.4136546	71.99172	0.1686747	56.06157	0.8531375	69.33384	0.2459893	61.9738	0.5787349
ILMN_1901108	56.65845	0.6271638	74.98976	0.1954485	69.25335	0.2556894	66.7272	0.3084112	64.5062	0.4639038	63.78646	0.4791386
ILMN_1856205	75.07991	0.01198402	70.6253	0.356091	65.16647	0.4511379	75.93066	0.0493992	70.57724	0.1898396	72.41945	0.1359354
ILMN_1849411	64.56908	0.1890812	82.09276	0.05756359	78.43925	0.04685408	66.39635	0.3230975	67.52427	0.3101604	68.8364	0.2449529
ILMN_1892344	79.36472	0	84.79643	0.03212851	80.81177	0.03078983	77.08189	0.03738318	81.27291	0.01737968	79.1071	0.02288022
ILMN_1854132	69.48123	0.07323568	97.04705	0	203.0927	0	80.01672	0.01869159	93.20611	0	80.47067	0.02153432
ILMN_1887735	60.77523	0.3821571	87.09012	0.01472557	69.4966	0.2449799	65.6403	0.364486	75.08508	0.06550802	58.91487	0.7685061
ILMN_1881882	67.91788	0.09454061	69.19541	0.4136546	79.36899	0.04149933	74.43094	0.06408545	74.87646	0.06951872	65.61645	0.3795424
ILMN_1854712	66.52326	0.1211718	79.04166	0.1057564	86.09604	0	75.10081	0.05473965	72.39193	0.1256685	76.73775	0.03633916
ILMN_1893413	70.22897	0.06258322	70.25806	0.3694779	81.55738	0.02543507	53.63888	0.917223	64.42554	0.4679144	68.19457	0.2678331
ILMN_1902989	60.22905	0.4087883	68.9767	0.4243641	70.43938	0.2115127	52.0107	0.9465955	61.04906	0.6483957	64.86143	0.4253028
ILMN_1837406	68.91349	0.07856192	75.8998	0.1726908	74.83584	0.09906292	70.1255	0.1789052	68.96189	0.2566845	70.07114	0.2005384
ILMN_1852911	61.18395	0.3488682	65.02061	0.6184739	64.44689	0.4939759	65.32019	0.3805073	57.9919	0.815508	66.16947	0.3606999
ILMN_1853193	81.71713	0	83.52963	0.04016064	87.42488	0	89.96396	0	80.91833	0.02005348	73.62904	0.09959623
ILMN_1831711	63.28592	0.2396804	68.95027	0.4257028	66.58159	0.3694779	67.71909	0.2616822	73.56336	0.09358289	64.80225	0.4266487
ILMN_1870379	59.75758	0.4420772	65.70488	0.583668	74.68416	0.1044177	65.44556	0.3711616	67.72365	0.302139	69.24883	0.2341857
ILMN_1876463	57.04251	0.5965379	63.23707	0.7001339	69.24012	0.2556894	62.03084	0.5514019	75.22935	0.06283423	68.35707	0.2611036
ILMN_1849271	99.40361	0	80.13519	0.08567604	85.4024	0.004016064	64.69934	0.4085447	71.96176	0.1430481	86.2565	0
ILMN_1900146	87.5225	0	86.92594	0.01606426	81.45177	0.02811245	83.73381	0.001335114	73.55991	0.09358289	87.49614	0
ILMN_1820420	63.15108	0.2516645	64.83298	0.62249	75.54076	0.08835341	65.85352	0.3511348	69.10677	0.2526738	70.41415	0.1870794
ILMN_1892247	69.13917	0.07456724	69.31197	0.4069612	69.59812	0.2423025	61.72118	0.564753	71.29382	0.1644385	66.51119	0.3432032
ILMN_1842773	63.14012	0.2516645	63.7247	0.6787149	71.06137	0.1994645	66.32258	0.3257677	67.88198	0.2981283	60.72986	0.6473755
ILMN_1849308	61.33979	0.3382157	78.48665	0.1137885	59.65169	0.7563587	58.67183	0.7543391	63.69653	0.5160428	59.40303	0.7281292
ILMN_1856820	68.77216	0.07989348	81.4678	0.06425703	83.50988	0.01740295	77.26508	0.03738318	66.00793	0.3877005	70.83375	0.1816958
ILMN_1864727	57.51926	0.5725699	73.89803	0.2128514	65.73768	0.4082999	65.85454	0.3511348	76.58051	0.04545455	66.21455	0.359354
ILMN_1912739	68.72072	0.07989348	76.02005	0.167336	76.31188	0.07496653	71.55036	0.129506	62.4491	0.5735294	66.6852	0.333782
ILMN_1844826	65.46437	0.1478029	70.96702	0.3386881	57.29625	0.8554217	74.07846	0.07076102	60.31427	0.6951872	66.10725	0.3620458
ILMN_1888330	74.94878	0.01198402	82.31094	0.05488621	67.96448	0.3092369	59.50986	0.7129506	71.43871	0.1617647	79.16061	0.02288022
ILMN_1841550	67.10876	0.1065246	71.93293	0.2971888	63.77308	0.5368139	81.80224	0.005340454	75.56823	0.05614973	66.49426	0.345895
ILMN_1907467	69.63223	0.06924101	83.59254	0.04016064	86.22455	0	75.21845	0.05473965	89.73923	0	72.53393	0.1305518
ILMN_1834533	54.46943	0.747004	61.54298	0.7764391	62.5955	0.5997323	62.62136	0.5233645	59.99901	0.7045454	54.23043	0.9259758
ILMN_1859528	50.20512	0.918775	72.46901	0.2730924	59.95979	0.7362785	80.70518	0.009345794	70.85744	0.1831551	67.31271	0.30821
ILMN_1897294	61.62484	0.322237	104.0708	0	68.13665	0.3038822	60.45121	0.6542056	66.34696	0.3663101	54.06783	0.9273217
ILMN_1860670	56.00383	0.6631159	62.92451	0.7202142	61.67949	0.6519411	58.20961	0.7743658	68.65148	0.2660428	68.49544	0.2543741
ILMN_1832263	61.1748	0.3488682	83.76081	0.03882195	71.67083	0.1793842	70.8074	0.1628838	77.36413	0.03877005	314.5557	0
ILMN_1824784	62.94669	0.2583222	72.47843	0.2730924	73.74963	0.1231593	67.25035	0.2883845	71.30573	0.1644385	64.94543	0.4185733
ILMN_1888897	58.01041	0.5432757	71.13258	0.330656	68.91039	0.2757697	59.01915	0.7436582	64.67205	0.4585561	64.94642	0.4185733
ILMN_1863049	64.13954	0.1997337	69.59208	0.394913	66.20479	0.3828648	59.58298	0.7036048	82.95663	0.01203209	66.55645	0.3378196
ILMN_1846721	61.10398	0.3515313	72.78448	0.2530121	69.78829	0.2369478	67.86592	0.2603471	70.7258	0.1858289	64.93433	0.4199193
ILMN_1864257	67.79215	0.09720373	62.20998	0.7456493	67.56606	0.3239625	66.18051	0.3311082	70.58719	0.1885027	64.82186	0.4266487
ILMN_1850467	64.8355	0.1810919	76.67289	0.1499331	79.80641	0.03882195	72.17086	0.1161549	87.16772	0	85.5883	0
ILMN_1869266	69.60513	0.07323568	76.20696	0.1619813	58.44842	0.8045515	55.33181	0.8651536	59.52356	0.7339572	63.36747	0.5047106
ILMN_1827492	71.85225	0.03728362	73.49436	0.2235609	70.93406	0.2034806	67.18192	0.2897196	67.52033	0.3101604	61.94979	0.5787349
ILMN_1875735	73.95468	0.01997337	80.82965	0.07362784	65.24156	0.4511379	57.92733	0.7863818	78.00616	0.03342246	64.62158	0.4320323
ILMN_1900295	61.58924	0.3235686	56.85086	0.9116466	61.94906	0.6385542	69.07482	0.2069426	69.89035	0.2192513	60.39111	0.6702557
ILMN_1896959	64.80106	0.1824234	74.38955	0.2074967	71.05794	0.1994645	68.96233	0.2149533	73.41573	0.09625668	71.47687	0.1655451
ILMN_1834252	53.78371	0.7816245	58.09392	0.8848729	62.60729	0.5983936	52.94672	0.9319092	65.31205	0.4224599	65.21536	0.4078062
ILMN_1900501	52.54453	0.8362184	68.16189	0.4538153	65.43253	0.4404284	64.75475	0.4072096	64.55068	0.4625669	59.82993	0.705249
ILMN_1860289	59.63779	0.4567244	57.226	0.9022757	57.4285	0.850067	55.68186	0.8624833	57.51007	0.8355615	56.56179	0.8640646
ILMN_1856606	69.46963	0.07323568	76.92366	0.1499331	72.30342	0.1606426	69.17332	0.2056075	83.45879	0.009358289	63.57333	0.4899058
ILMN_1863204	53.80544	0.7802929	57.11869	0.9036145	55.94503	0.8982597	59.36685	0.7222964	64.73024	0.4585561	60.1365	0.6904442
ILMN_1900584	59.54242	0.460719	72.19196	0.2811245	64.04219	0.5247657	68.96788	0.2149533	66.54762	0.3582888	73.65763	0.09959623
ILMN_1867558	73.8754	0.01997337	79.50533	0.09504686	78.72698	0.04685408	89.18019	0	90.32871	0	82.52326	0.00807537
ILMN_1847124	57.52462	0.5725699	64.04681	0.6626506	58.17131	0.8206158	62.24709	0.5393859	57.84961	0.8262032	55.17851	0.9030955
ILMN_1860438	51.77079	0.8655127	57.51171	0.8929049	65.83517	0.4056225	51.65344	0.9519359	62.18947	0.5895722	50.9819	0.9771198
ILMN_1830974	66.32826	0.1251664	71.2414	0.3253012	78.92723	0.04417671	76.06687	0.0493992	67.79015	0.3008021	72.52071	0.1332436
ILMN_1902123	89.64337	0	126.8526	0	106.2804	0	94.23742	0	85.97927	0.002673797	81.76698	0.01615074
ILMN_1859334	75.2661	0.01198402	91.86594	0	85.05383	0.005354752	73.06873	0.09345794	82.21941	0.01470588	73.36015	0.1063257
ILMN_1832893	66.60995	0.1198402	85.87566	0.02008032	66.98348	0.352075	75.69263	0.05206943	70.56205	0.1898396	70.61396	0.1843876
ILMN_1917145	56.02726	0.6617843	56.46659	0.91834	63.03117	0.5823293	64.90606	0.3978638	57.69161	0.8302139	65.40821	0.3956931
ILMN_1826717	61.69698	0.3182423	80.92958	0.07095047	63.57866	0.5461847	64.87643	0.3978638	72.18188	0.1350267	70.98582	0.179004
ILMN_1822311	60.27697	0.4087883	70.52892	0.3587684	56.53756	0.8808568	64.9394	0.3951936	78.66805	0.02807487	67.32445	0.3068641
ILMN_1897224	65.08978	0.1664447	73.70829	0.2195448	72.708	0.1512718	68.52956	0.2363151	78.37228	0.03074866	66.98373	0.3189771
ILMN_1833624	76.80089	0.007989348	67.7253	0.480589	69.80346	0.2356091	67.0029	0.2977303	76.86131	0.04278075	70.71276	0.1816958
ILMN_1884129	79.62926	0	86.34019	0.01874163	76.68398	0.06827309	82.23676	0.005340454	78.46722	0.03074866	79.53911	0.02153432
ILMN_1898195	56.55007	0.6311585	83.67602	0.04016064	74.06521	0.1164659	69.08105	0.2069426	81.01987	0.01871658	77.4894	0.0269179
ILMN_1847149	59.03256	0.4873502	53.18048	0.9678715	58.99858	0.789826	63.13884	0.4966622	56.63758	0.8649732	59.02605	0.756393
ILMN_1872408	65.0947	0.1664447	79.80155	0.09103079	77.1895	0.06559572	76.80621	0.04272363	73.16002	0.1069519	82.78881	0.006729475
ILMN_1845260	69.22971	0.07323568	59.55798	0.8406961	65.74784	0.4082999	63.81447	0.4566088	61.48612	0.6229947	63.08916	0.5195155
ILMN_1904429	55.98675	0.6644474	69.79551	0.3855422	65.44848	0.4390897	69.17299	0.2056075	61.63456	0.6163102	65.51008	0.3889637
ILMN_1909610	53.58918	0.7909454	74.78572	0.2008032	59.45373	0.772423	64.90475	0.3978638	77.32073	0.03877005	58.4507	0.7886945
ILMN_1882546	66.33219	0.1251664	75.73036	0.1740295	68.10108	0.3038822	68.46499	0.2389853	68.10693	0.2954545	74.90148	0.07133244
ILMN_1865559	63.05605	0.2569907	66.23901	0.5555556	72.02981	0.167336	65.04195	0.3898531	71.27295	0.1657754	70.67514	0.1816958
ILMN_1819634	59.5845	0.4580559	60.52813	0.8152611	72.12877	0.167336	63.58975	0.4672897	64.47028	0.4665775	65.09783	0.4131898
ILMN_1822384	58.81419	0.4926764	62.79071	0.7242302	80.06614	0.03480589	68.61201	0.2323097	71.42535	0.1617647	83.7804	0.001345895
ILMN_1907215	57.00915	0.6045273	63.3229	0.6961178	62.94806	0.583668	59.21898	0.7329773	56.50576	0.8729947	64.27448	0.4495289
ILMN_1889841	63.00599	0.2583222	64.99631	0.6184739	63.36277	0.5635877	67.05924	0.293725	72.51568	0.1229947	66.14618	0.3620458
ILMN_1834412	72.8217	0.02929427	67.90649	0.4738956	71.85021	0.1726908	69.24003	0.2016021	71.17115	0.1684492	66.92014	0.3243607
ILMN_1849121	52.9665	0.8242344	59.9448	0.8313253	68.91452	0.2757697	58.15979	0.7757009	54.60428	0.9251337	54.49917	0.9179004
ILMN_1897683	60.06408	0.424767	74.15145	0.210174	56.59435	0.8768407	72.62083	0.1041389	65.159	0.4304813	59.47327	0.7267833
ILMN_1839740	65.85557	0.1358189	79.98138	0.08701473	84.66594	0.009370817	63.2724	0.493992	74.838	0.07085562	75.56927	0.05921938
ILMN_1871162	69.32719	0.07323568	73.90088	0.2128514	68.19608	0.3025435	61.71737	0.564753	59.0198	0.7540107	67.52383	0.2987887
ILMN_1884004	63.45881	0.2316911	71.31267	0.3239625	72.32523	0.1606426	72.25504	0.1148198	65.19633	0.4251337	77.91379	0.0269179
ILMN_1897867	80.16396	0	78.54759	0.1124498	79.53341	0.04149933	80.27047	0.01468625	76.79102	0.04411765	68.62474	0.2489906
ILMN_1862048	75.307	0.01198402	80.06944	0.08701473	78.71101	0.04685408	61.83264	0.5607477	80.50542	0.02272727	79.67014	0.02153432
ILMN_1879767	63.4212	0.2343542	63.99263	0.665328	68.30071	0.2985274	74.74731	0.06008011	71.86905	0.1470588	64.81451	0.4266487
ILMN_1894153	52.18778	0.8521971	61.78008	0.7670683	63.42998	0.5609103	65.49184	0.3711616	60.26453	0.6965241	72.58396	0.12786
ILMN_1880446	70.61572	0.05725699	82.73775	0.05220884	62.27004	0.6157965	69.89447	0.1855808	74.86513	0.06951872	102.4689	0
ILMN_1816975	63.95353	0.2050599	69.44356	0.4002678	83.90276	0.01204819	75.41698	0.05340454	83.03268	0.01203209	81.93207	0.01345895
ILMN_1838655	74.85312	0.01198402	84.74374	0.0334672	74.7533	0.103079	75.47694	0.05206943	71.58791	0.1550802	72.81878	0.1224764
ILMN_1889641	77.15362	0.005326231	75.23437	0.1927711	70.1423	0.2222222	69.50534	0.1975968	78.20919	0.03342246	71.70049	0.1628533
ILMN_1824583	67.56776	0.1011984	70.79851	0.3467202	67.09164	0.3467202	71.43759	0.1348465	70.706	0.1858289	70.8493	0.1803499
ILMN_1851133	72.90642	0.02929427	89.06344	0.00669344	70.94453	0.2034806	73.77473	0.0787717	80.90928	0.02005348	76.53545	0.04306864
ILMN_1861749	68.57166	0.07989348	73.99787	0.210174	89.82521	0	65.2969	0.3818425	89.4001	0	71.9496	0.1547779
ILMN_1860413	67.50441	0.1011984	60.72867	0.8032129	71.87946	0.1713521	66.45584	0.3204272	80.18443	0.02406417	73.0768	0.1170929
ILMN_1891233	61.81646	0.3129161	73.6031	0.2235609	72.40253	0.1593039	73.29968	0.08544727	78.2915	0.03208556	59.72916	0.7106326
ILMN_1880937	53.55421	0.7949401	71.09846	0.3319947	62.70134	0.5970549	56.73271	0.834446	59.63631	0.723262	57.69803	0.8183042
ILMN_1844983	53.85063	0.7789614	65.98428	0.5676038	59.7533	0.7483267	61.12225	0.6074767	63.23092	0.540107	54.18036	0.9259758
ILMN_1875763	65.627	0.1398136	65.70267	0.583668	82.35928	0.0227577	60.7417	0.6341789	76.55692	0.04545455	78.24203	0.02557201
ILMN_1831003	56.02073	0.6617843	66.45554	0.5381526	66.12017	0.3868808	61.45438	0.5834446	62.72213	0.5668449	57.19417	0.8358008
ILMN_1818527	77.3876	0.003994674	58.22216	0.8808568	73.93655	0.1178045	71.46571	0.1348465	76.2687	0.04679145	72.98014	0.1197847
ILMN_1851990	56.38911	0.6391478	67.87476	0.4752343	63.028	0.5823293	74.16679	0.06809079	72.97854	0.1109626	61.28756	0.6204576
ILMN_1855746	96.48817	0	362.9573	0	203.5258	0	178.5475	0	267.5646	0	186.0455	0
ILMN_1828034	64.70895	0.1824234	78.79587	0.1097724	71.72661	0.1793842	74.86385	0.06008011	72.27139	0.1323529	80.78314	0.02018842
ILMN_1886677	60.90589	0.36751	68.0435	0.4618474	63.37909	0.5635877	62.3398	0.5353805	71.37889	0.1631016	62.65713	0.5423957
ILMN_1916687	59.65575	0.4540612	71.6726	0.3092369	58.19914	0.8192771	71.23106	0.141522	61.4185	0.6270053	69.68346	0.2139973
ILMN_1904634	61.43803	0.3328895	67.0107	0.5046854	65.358	0.4417671	67.56288	0.2763685	73.01568	0.1096257	71.32266	0.1682369
ILMN_1826474	70.2967	0.06258322	74.54729	0.206158	66.74688	0.3587684	69.43963	0.1975968	67.93987	0.2967914	60.33641	0.6756393
ILMN_1870439	72.66655	0.02929427	78.31535	0.1178045	80.03298	0.03614458	78.58029	0.03070761	82.3056	0.01470588	89.44631	0
ILMN_1830827	65.29801	0.1544607	76.23773	0.1606426	60.19284	0.7282463	75.49219	0.05206943	66.65955	0.3542781	76.86638	0.03364738
ILMN_1887116	65.55962	0.1411451	60.73218	0.8032129	66.88129	0.3534136	66.34141	0.3244326	56.9702	0.8542781	75.93382	0.04979812
ILMN_1865254	62.21841	0.2916112	77.68141	0.1311914	75.65756	0.08701473	68.12639	0.2523364	71.35559	0.1644385	74.03671	0.09017497
ILMN_1830069	76.97462	0.006657789	115.2598	0	87.00085	0	95.62572	0	94.23666	0	75.34936	0.06460296
ILMN_1917315	60.01444	0.4274301	67.05433	0.5006694	64.78489	0.4738956	66.60163	0.3137517	76.06269	0.05080214	71.1982	0.1722746
ILMN_1831907	81.37859	0	97.75872	0	107.4285	0	84.90443	0	83.92593	0.009358289	87.99811	0
ILMN_1887357	66.09888	0.1304927	70.83441	0.3440428	70.93497	0.2034806	67.15899	0.2897196	90.57759	0	70.04424	0.2032301
ILMN_1822334	57.03028	0.6018642	63.68415	0.6813923	54.55609	0.935743	63.77939	0.4579439	73.38621	0.09759358	61.34545	0.6164199
ILMN_1845697	67.19084	0.1065246	71.89564	0.2985274	70.21565	0.2182062	71.05215	0.1508678	69.80433	0.223262	81.74435	0.01615074
ILMN_1864580	67.86131	0.09587217	88.99877	0.00669344	88.41534	0	68.39346	0.2416555	65.91471	0.3930481	65.66774	0.3795424
ILMN_1907363	61.33932	0.3382157	70.06618	0.3748327	62.12473	0.6291834	66.76503	0.3070761	62.78131	0.5628342	68.12097	0.2705249
ILMN_1901229	55.92382	0.6671105	68.40463	0.4444444	69.90844	0.2329317	71.71816	0.1268358	83.76208	0.009358289	65.53977	0.3876178
ILMN_1850991	67.09435	0.1065246	63.46597	0.686747	79.83424	0.03748327	61.49146	0.5834446	69.03371	0.2526738	80.06966	0.02153432
ILMN_1829562	83.55161	0	83.92966	0.03748327	84.03157	0.01204819	86.84546	0	82.17132	0.01470588	84.24042	0
ILMN_1867811	55.66219	0.6790946	55.17617	0.935743	58.20233	0.8192771	58.85307	0.7463284	59.51934	0.7339572	66.23763	0.3580081
ILMN_1843907	60.90667	0.36751	90.93193	0.001338688	71.58554	0.1807229	64.88485	0.3978638	76.41702	0.04679145	83.38422	0.001345895
ILMN_1904747	71.88551	0.03595207	61.40157	0.7791165	64.72527	0.476573	64.01427	0.4419226	60.56749	0.6818182	70.26965	0.1965007
ILMN_1848499	59.86201	0.4380825	75.47426	0.1874163	65.67623	0.4136546	67.83993	0.2603471	75.1897	0.06550802	59.71088	0.7106326
ILMN_1879971	65.10684	0.1651132	57.40672	0.8982597	62.65725	0.5983936	62.17832	0.5433912	63.2448	0.5374331	63.34515	0.5060565
ILMN_1846033	67.74615	0.09853528	62.75583	0.725569	62.21591	0.6198126	53.9507	0.9092123	68.63955	0.2673797	65.25143	0.4051144
ILMN_1850372	53.87041	0.7789614	65.34666	0.6024097	66.11906	0.3868808	57.98458	0.7850468	66.41452	0.3649733	76.18803	0.04710633
ILMN_1882482	80.92255	0	91.2841	0	94.17997	0	81.27968	0.008010681	96.61359	0	89.67062	0
ILMN_1882345	72.62199	0.03062583	75.93401	0.1713521	78.10322	0.05354752	66.04161	0.3377837	72.95924	0.1122995	72.98896	0.1197847
ILMN_1903440	61.03327	0.3581891	73.21555	0.2382865	71.42876	0.1847389	66.23718	0.3271028	74.32227	0.0842246	72.36551	0.1386272
ILMN_1891324	72.84672	0.02929427	87.83688	0.0107095	86.10831	0	83.99041	0.001335114	81.18695	0.01737968	89.80084	0
ILMN_1899461	55.67994	0.677763	57.65154	0.8902276	49.69599	0.9933066	63.90324	0.4499332	63.47023	0.526738	51.18399	0.9771198
ILMN_1861445	51.86169	0.8628495	59.90965	0.8313253	67.18085	0.3400268	62.67023	0.5193592	64.86853	0.4491979	64.57743	0.4347241
ILMN_1818256	63.92104	0.2063915	65.42193	0.5957162	70.78336	0.2034806	59.99049	0.6835781	68.93727	0.2580214	64.71651	0.4279946
ILMN_1847334	58.99329	0.4900133	78.89368	0.1084337	65.32021	0.4471218	62.03418	0.5514019	62.05746	0.5949198	65.78326	0.3768506
ILMN_1908717	70.55618	0.05992011	97.92137	0	64.19372	0.5100402	59.34841	0.7222964	70.93153	0.1818182	71.49794	0.1641992
ILMN_1905509	60.02689	0.4260985	80.38689	0.08299866	64.26333	0.5060241	74.75587	0.06008011	57.86944	0.8262032	61.92476	0.5787349
ILMN_1858245	64.2421	0.195739	110.2166	0	73.07347	0.1392236	75.39669	0.05340454	75.45354	0.05748663	64.11911	0.4549125
ILMN_1850795	59.00061	0.4900133	76.62251	0.1512718	75.46387	0.09236947	62.30523	0.5380507	61.96418	0.6002674	65.91653	0.371467
ILMN_1878843	51.81171	0.8641811	57.62157	0.8902276	54.82025	0.9330656	58.79379	0.7489986	53.05089	0.9532086	46.15467	0.9959623
ILMN_1886750	83.54845	0	85.60374	0.02409638	88.09984	0	96.753	0	102.91	0	90.34123	0
ILMN_1901955	64.64507	0.183755	65.55808	0.5917001	71.9403	0.1700134	66.30672	0.3257677	74.71774	0.07486631	69.11833	0.2382234
ILMN_1915921	49.9398	0.9227697	75.85033	0.1726908	58.71939	0.7965194	62.97316	0.5033378	61.03249	0.6510695	64.58314	0.4347241
ILMN_1887351	65.31857	0.1531292	63.12253	0.7054886	66.62932	0.3641232	61.51707	0.5807744	69.71713	0.2272727	70.9738	0.179004
ILMN_1896336	58.6859	0.4953395	74.4063	0.2074967	69.70164	0.2396252	58.88621	0.7463284	77.77563	0.03342246	64.28461	0.4495289
ILMN_1906391	70.1907	0.06391478	72.73719	0.2543507	68.8798	0.2771084	61.48636	0.5834446	78.27625	0.03342246	68.37118	0.2597577
ILMN_1885774	64.5243	0.1917443	70.72287	0.3480589	67.53149	0.3266399	55.8787	0.858478	57.15622	0.8502674	61.91563	0.5787349
ILMN_1913759	68.92623	0.07856192	88.1216	0.0107095	85.46361	0.004016064	79.44597	0.02403204	103.4286	0	86.94645	0
ILMN_1856342	63.22849	0.2450067	80.54272	0.08032128	82.19302	0.0227577	69.73886	0.188251	73.34003	0.1002674	67.66064	0.294751
ILMN_1833134	63.84019	0.207723	59.81524	0.832664	62.98233	0.583668	68.30065	0.246996	70.72569	0.1858289	71.99763	0.1507402
ILMN_1840471	61.27791	0.3408788	65.0192	0.6184739	63.45538	0.5595716	66.15033	0.3311082	55.9331	0.8917112	71.38236	0.1655451
ILMN_1855199	100.3192	0	72.90008	0.2476573	71.61986	0.1807229	64.71967	0.4085447	69.69614	0.2272727	63.57651	0.4899058
ILMN_1871739	56.4279	0.6364847	62.93484	0.7175368	72.31209	0.1606426	70.28934	0.176235	67.41763	0.3141711	71.31567	0.1682369
ILMN_1855712	62.36798	0.286285	65.10724	0.6104417	74.89063	0.09906292	65.39465	0.376502	74.48048	0.0802139	64.17964	0.4522207
ILMN_1891622	62.62121	0.2716378	65.20824	0.6104417	59.61129	0.7617135	74.74139	0.06008011	66.70438	0.3516043	59.05632	0.756393
ILMN_1825959	63.59917	0.2263649	72.26862	0.2771084	61.66154	0.6532798	76.57057	0.04539386	68.41569	0.2820856	68.33047	0.2611036
ILMN_1885221	57.47028	0.575233	79.43909	0.09772423	60.79915	0.6987952	61.71685	0.564753	71.52647	0.1564171	60.66962	0.6527591
ILMN_1913165	60.8796	0.3715047	69.32219	0.4069612	83.96348	0.01204819	64.64018	0.4125501	65.13074	0.4358289	57.71989	0.8183042
